natural ,45699 ,45644,45644 , 16:07:09 
natural ,45706 ,45644,45644 , 16:07:11 
natural ,45709 ,45644,45644 , 16:07:14 
natural ,45709 ,45644,45644 , 16:07:17 
natural ,45718 ,45644,45644 , 16:07:20 
natural ,45719 ,45644,45644 , 16:07:22 
natural ,45726 ,45644,45644 , 16:07:25 
natural ,45728 ,45644,45644 , 16:07:28 
DOWN    ,45728 ,45645,45644 , 16:07:30 
DOWN    ,45728 ,45645,45644 , 16:07:33 
DOWN    ,45730 ,45645,45644 , 16:07:36 
natural ,45732 ,45645,45645 , 16:07:39 
natural ,45732 ,45645,45645 , 16:07:41 
natural ,45722 ,45645,45645 , 16:07:44 
natural ,45724 ,45645,45645 , 16:07:47 
natural ,45724 ,45645,45645 , 16:07:50 
natural ,45721 ,45645,45645 , 16:07:52 
natural ,45719 ,45645,45645 , 16:07:55 
DOWN    ,45712 ,45646,45645 , 16:07:58 
DOWN    ,45711 ,45646,45645 , 16:08:01 
natural ,45711 ,45646,45646 , 16:08:03 
natural ,45711 ,45646,45646 , 16:08:06 
natural ,45702 ,45646,45646 , 16:08:09 
natural ,45710 ,45646,45646 , 16:08:11 
natural ,45704 ,45646,45646 , 16:08:14 
natural ,45706 ,45646,45646 , 16:08:17 
natural ,45708 ,45646,45646 , 16:08:20 
natural ,45708 ,45646,45646 , 16:08:23 
natural ,45708 ,45646,45646 , 16:08:25 
DOWN    ,45724 ,45647,45646 , 16:08:28 
DOWN    ,45724 ,45647,45646 , 16:08:31 
natural ,45724 ,45647,45647 , 16:08:33 
natural ,45724 ,45647,45647 , 16:08:36 
natural ,45724 ,45647,45647 , 16:08:38 
natural ,45724 ,45647,45647 , 16:08:41 
natural ,45724 ,45647,45647 , 16:08:43 
natural ,45724 ,45647,45647 , 16:08:46 
natural ,45724 ,45647,45647 , 16:08:49 
natural ,45731 ,45647,45647 , 16:08:52 
natural ,45734 ,45647,45647 , 16:08:54 
DOWN    ,45734 ,45648,45647 , 16:08:57 
DOWN    ,45734 ,45648,45647 , 16:09:00 
DOWN    ,45735 ,45648,45647 , 16:09:02 
natural ,45735 ,45648,45648 , 16:09:05 
natural ,45735 ,45648,45648 , 16:09:07 
natural ,45735 ,45648,45648 , 16:09:10 
natural ,45735 ,45648,45648 , 16:09:12 
natural ,45729 ,45648,45648 , 16:09:15 
DOWN    ,45729 ,45649,45648 , 16:09:17 
DOWN    ,45729 ,45649,45648 , 16:09:20 
natural ,45729 ,45649,45649 , 16:09:23 
natural ,45730 ,45649,45649 , 16:09:25 
natural ,45732 ,45649,45649 , 16:09:28 
natural ,45732 ,45649,45649 , 16:09:30 
DOWN    ,45732 ,45650,45649 , 16:09:32 
DOWN    ,45729 ,45650,45649 , 16:09:35 
natural ,45724 ,45650,45650 , 16:09:38 
natural ,45718 ,45650,45650 , 16:09:40 
natural ,45726 ,45650,45650 , 16:09:43 
natural ,45723 ,45650,45650 , 16:09:45 
natural ,45719 ,45650,45650 , 16:09:48 
natural ,45719 ,45650,45650 , 16:09:51 
natural ,45714 ,45650,45650 , 16:09:54 
DOWN    ,45714 ,45651,45650 , 16:09:56 
DOWN    ,45714 ,45651,45650 , 16:09:59 
natural ,45714 ,45651,45651 , 16:10:02 
natural ,45714 ,45651,45651 , 16:10:05 
natural ,45713 ,45651,45651 , 16:10:07 
natural ,45708 ,45651,45651 , 16:10:10 
natural ,45708 ,45651,45651 , 16:10:13 
DOWN    ,45719 ,45652,45651 , 16:10:16 
DOWN    ,45729 ,45652,45651 , 16:10:18 
natural ,45735 ,45652,45652 , 16:10:21 
natural ,45735 ,45652,45652 , 16:10:24 
natural ,45739 ,45652,45652 , 16:10:26 
DOWN    ,45748 ,45653,45652 , 16:10:29 
natural ,45759 ,45653,45653 , 16:10:31 
natural ,45759 ,45653,45653 , 16:10:34 
natural ,45756 ,45653,45653 , 16:10:37 
DOWN    ,45748 ,45654,45653 , 16:10:39 
natural ,45748 ,45654,45654 , 16:10:42 
natural ,45741 ,45654,45654 , 16:10:45 
natural ,45741 ,45654,45654 , 16:10:48 
DOWN    ,45740 ,45655,45654 , 16:10:51 
natural ,45740 ,45655,45655 , 16:10:53 
natural ,45736 ,45655,45655 , 16:10:56 
natural ,45745 ,45655,45655 , 16:10:59 
DOWN    ,45751 ,45656,45655 , 16:11:02 
natural ,45754 ,45656,45656 , 16:11:05 
natural ,45752 ,45656,45656 , 16:11:07 
natural ,45743 ,45656,45656 , 16:11:10 
DOWN    ,45749 ,45657,45656 , 16:11:13 
natural ,45749 ,45657,45657 , 16:11:15 
natural ,45741 ,45657,45657 , 16:11:18 
DOWN    ,45732 ,45658,45657 , 16:11:21 
natural ,45734 ,45658,45658 , 16:11:24 
natural ,45746 ,45658,45658 , 16:11:26 
natural ,45749 ,45658,45658 , 16:11:29 
DOWN    ,45751 ,45659,45658 , 16:11:32 
natural ,45754 ,45659,45659 , 16:11:36 
natural ,45754 ,45659,45659 , 16:11:38 
natural ,45761 ,45659,45659 , 16:11:41 
DOWN    ,45760 ,45660,45659 , 16:11:44 
natural ,45756 ,45660,45660 , 16:11:47 
natural ,45752 ,45660,45660 , 16:11:49 
natural ,45757 ,45660,45660 , 16:11:52 
DOWN    ,45764 ,45661,45660 , 16:11:55 
natural ,45757 ,45661,45661 , 16:11:58 
natural ,45752 ,45661,45661 , 16:12:00 
natural ,45757 ,45661,45661 , 16:12:03 
DOWN    ,45765 ,45662,45661 , 16:12:06 
natural ,45765 ,45662,45662 , 16:12:09 
natural ,45766 ,45662,45662 , 16:12:12 
natural ,45772 ,45662,45662 , 16:12:14 
DOWN    ,45774 ,45663,45662 , 16:12:17 
natural ,45774 ,45663,45663 , 16:12:20 
natural ,45774 ,45663,45663 , 16:12:23 
DOWN    ,45772 ,45664,45663 , 16:12:26 
natural ,45772 ,45664,45664 , 16:12:28 
natural ,45775 ,45664,45664 , 16:12:31 
natural ,45767 ,45664,45664 , 16:12:34 
DOWN    ,45767 ,45665,45664 , 16:12:37 
natural ,45767 ,45665,45665 , 16:12:39 
natural ,45758 ,45665,45665 , 16:12:42 
natural ,45755 ,45665,45665 , 16:12:45 
DOWN    ,45752 ,45666,45665 , 16:12:48 
natural ,45742 ,45666,45666 , 16:12:50 
natural ,45734 ,45666,45666 , 16:12:53 
natural ,45744 ,45666,45666 , 16:12:56 
natural ,45749 ,45666,45666 , 16:12:59 
DOWN    ,45751 ,45667,45666 , 16:13:02 
natural ,45767 ,45667,45667 , 16:13:04 
natural ,45767 ,45667,45667 , 16:13:07 
DOWN    ,45769 ,45668,45667 , 16:13:10 
natural ,45769 ,45668,45668 , 16:13:12 
natural ,45784 ,45668,45668 , 16:13:15 
natural ,45789 ,45668,45668 , 16:13:18 
natural ,45798 ,45669,45669 , 16:13:21 
natural ,45799 ,45669,45669 , 16:13:23 
natural ,45798 ,45669,45669 , 16:13:26 
DOWN    ,45798 ,45670,45669 , 16:13:29 
natural ,45798 ,45670,45670 , 16:13:32 
natural ,45792 ,45670,45670 , 16:13:34 
DOWN    ,45792 ,45671,45670 , 16:13:37 
natural ,45785 ,45671,45671 , 16:13:40 
natural ,45772 ,45671,45671 , 16:13:43 
natural ,45772 ,45671,45671 , 16:13:46 
DOWN    ,45778 ,45672,45671 , 16:13:48 
natural ,45778 ,45672,45672 , 16:13:51 
natural ,45778 ,45672,45672 , 16:13:54 
natural ,45787 ,45672,45672 , 16:13:56 
natural ,45791 ,45673,45673 , 16:13:59 
natural ,45797 ,45673,45673 , 16:14:02 
natural ,45799 ,45673,45673 , 16:14:05 
DOWN    ,45793 ,45674,45673 , 16:14:07 
natural ,45788 ,45674,45674 , 16:14:10 
natural ,45788 ,45674,45674 , 16:14:13 
natural ,45788 ,45674,45674 , 16:14:16 
DOWN    ,45788 ,45675,45674 , 16:14:18 
natural ,45788 ,45675,45675 , 16:14:21 
natural ,45788 ,45675,45675 , 16:14:25 
natural ,45789 ,45675,45675 , 16:14:28 
DOWN    ,45772 ,45676,45675 , 16:14:30 
natural ,45772 ,45676,45676 , 16:14:33 
natural ,45768 ,45676,45676 , 16:14:36 
natural ,45761 ,45676,45676 , 16:14:38 
DOWN    ,45746 ,45677,45676 , 16:14:41 
