42927.009,42924.012,42946.549,42931.341,42959.057,00:39:32
42927.01,42924.03,42946.531,42931.33,42958.948,00:39:34
42926.008,42924.0,42946.503,42931.318,42958.851,00:39:37
42926.009,42923.687,42946.475,42931.308,42958.753,00:39:40
42924.159,42921.743,42946.428,42931.293,42958.653,00:39:42
42924.159,42921.678,42946.381,42931.278,42958.546,00:39:45
42924.009,42921.857,42946.333,42931.264,42958.439,00:39:47
42924.009,42921.589,42946.285,42931.238,42958.331,00:39:50
42924.01,42921.483,42946.237,42931.212,42958.224,00:39:53
42921.929,42920.834,42946.168,42931.181,42958.102,00:39:55
42921.929,42920.823,42946.099,42931.151,42957.979,00:39:58
42922.991,42925.947,42946.041,42931.122,42957.846,00:40:00
42922.991,42925.926,42945.983,42931.094,42957.716,00:40:03
42922.99,42926.148,42945.924,42931.066,42957.587,00:40:06
42922.99,42926.099,42945.866,42931.038,42957.474,00:40:08
42922.99,42926.124,42945.808,42931.01,42957.362,00:40:11
42922.99,42925.986,42945.75,42930.982,42957.249,00:40:13
42920.789,42916.229,42945.625,42930.948,42957.145,00:40:16
42920.789,42916.184,42945.5,42930.914,42957.033,00:40:19
42918.166,42915.639,42945.324,42930.874,42956.918,00:40:22
42918.166,42915.865,42945.095,42930.834,42956.804,00:40:24
42917.135,42915.451,42944.855,42930.803,42956.688,00:40:27
42917.135,42915.334,42944.615,42930.773,42956.572,00:40:29
42917.136,42915.207,42944.376,42930.742,42956.455,00:40:32
42917.136,42916.041,42944.057,42930.712,42956.352,00:40:35
42917.136,42914.869,42943.718,42930.681,42956.248,00:40:37
42917.139,42913.77,42943.323,42930.65,42956.142,00:40:39
42917.14,42912.901,42942.927,42930.62,42956.036,00:40:42
42912.805,42910.725,42942.489,42930.579,42955.925,00:40:45
42912.804,42910.959,42942.05,42930.537,42955.813,00:40:47
42912.807,42909.818,42941.498,42930.496,42955.702,00:40:50
42912.806,42909.976,42940.93,42930.455,42955.591,00:40:52
42911.109,42906.61,42940.346,42930.412,42955.479,00:40:55
42911.109,42906.871,42939.762,42930.37,42955.368,00:40:58
42911.11,42906.883,42939.177,42930.328,42955.257,00:41:00
42909.889,42906.653,42938.581,42930.283,42955.144,00:41:03
42909.889,42906.742,42937.984,42930.237,42955.031,00:41:05
42909.89,42907.296,42937.388,42930.192,42954.909,00:41:08
42909.318,42906.047,42936.786,42930.145,42954.784,00:41:11
42909.318,42907.374,42936.183,42930.098,42954.663,00:41:13
42909.317,42907.942,42935.581,42930.052,42954.542,00:41:16
42909.317,42907.401,42935.057,42930.005,42954.428,00:41:19
42909.317,42907.007,42934.532,42929.958,42954.315,00:41:21
42909.317,42906.81,42934.008,42929.912,42954.202,00:41:23
42909.317,42907.459,42933.484,42929.865,42954.083,00:41:26
42909.317,42907.468,42932.959,42929.818,42953.964,00:41:28
42909.318,42907.166,42932.435,42929.771,42953.845,00:41:31
42909.318,42907.555,42931.911,42929.725,42953.726,00:41:34
42909.318,42907.559,42931.387,42929.678,42953.607,00:41:36
42909.318,42907.57,42930.862,42929.631,42953.488,00:41:39
42909.318,42907.571,42930.338,42929.584,42953.369,00:41:41
42909.318,42907.831,42929.814,42929.538,42953.25,00:41:44
42909.318,42907.685,42929.309,42929.476,42953.131,00:41:46
42909.317,42907.442,42928.805,42929.414,42953.023,00:41:49
42909.318,42907.679,42928.3,42929.353,42952.915,00:41:51
42909.318,42907.571,42927.796,42929.291,42952.808,00:41:54
42909.318,42907.504,42927.312,42929.229,42952.701,00:41:57
42909.319,42907.547,42926.828,42929.168,42952.594,00:41:59
42909.316,42908.296,42926.409,42929.063,42952.487,00:42:02
42911.1,42916.388,42926.008,42928.963,42952.382,00:42:05
42924.14,42926.771,42925.737,42928.896,42952.294,00:42:07
42924.14,42926.673,42925.466,42928.841,42952.205,00:42:10
42926.0,42930.919,42925.214,42928.791,42952.128,00:42:12
42926.0,42930.464,42924.962,42928.741,42952.05,00:42:15
42931.931,42934.989,42924.781,42928.686,42951.98,00:42:17
42931.931,42934.818,42924.6,42928.631,42951.91,00:42:20
42931.93,42935.201,42924.419,42928.576,42951.841,00:42:23
42933.64,42936.428,42924.26,42928.525,42951.774,00:42:25
42934.0,42936.845,42924.104,42928.475,42951.716,00:42:28
42934.0,42936.93,42923.949,42928.425,42951.659,00:42:30
42934.0,42936.859,42923.807,42928.372,42951.601,00:42:33
42934.0,42936.859,42923.665,42928.318,42951.544,00:42:35
42934.001,42936.631,42923.523,42928.264,42951.486,00:42:38
42934.001,42936.631,42923.381,42928.21,42951.429,00:42:40
42934.001,42936.303,42923.24,42928.155,42951.371,00:42:43
42934.001,42936.304,42923.098,42928.101,42951.316,00:42:45
42934.01,42938.323,42922.956,42928.047,42951.261,00:42:48
42934.01,42938.322,42922.873,42927.993,42951.206,00:42:50
42934.01,42937.912,42922.789,42927.939,42951.151,00:42:53
42934.01,42938.44,42922.718,42927.885,42951.096,00:42:56
42939.201,42941.062,42922.699,42927.844,42951.048,00:42:58
42939.201,42940.674,42922.68,42927.803,42950.999,00:43:01
42939.201,42941.086,42922.661,42927.762,42950.951,00:43:03
42939.201,42940.685,42922.642,42927.721,42950.902,00:43:06
42939.202,42940.92,42922.65,42927.68,42950.861,00:43:08
42939.201,42940.693,42922.658,42927.64,42950.819,00:43:11
42939.201,42940.633,42922.666,42927.599,42950.778,00:43:13
42939.201,42941.062,42922.674,42927.559,42950.737,00:43:16
42939.201,42941.539,42922.725,42927.518,42950.697,00:43:18
42939.201,42941.063,42922.777,42927.478,42950.657,00:43:21
42939.202,42941.469,42922.829,42927.437,42950.617,00:43:23
42939.201,42940.774,42922.881,42927.396,42950.577,00:43:26
42939.201,42940.778,42922.953,42927.356,42950.529,00:43:29
42939.201,42941.404,42923.025,42927.315,42950.475,00:43:31
42939.201,42941.065,42923.097,42927.275,42950.411,00:43:34
42939.201,42941.531,42923.169,42927.234,42950.348,00:43:36
42939.201,42941.862,42923.24,42927.194,42950.285,00:43:38
42939.201,42941.741,42923.312,42927.153,42950.221,00:43:41
42939.201,42942.07,42923.384,42927.113,42950.158,00:43:43
42939.201,42941.959,42923.488,42927.072,42950.095,00:43:46
42939.201,42941.625,42923.61,42927.031,42950.031,00:43:49
42939.201,42942.367,42923.732,42926.991,42949.968,00:43:51
42939.201,42941.181,42923.864,42926.95,42949.904,00:43:53
42939.201,42941.138,42923.996,42926.91,42949.846,00:43:56
42939.201,42941.292,42924.146,42926.89,42949.787,00:43:58
42939.202,42941.962,42924.297,42926.87,42949.724,00:44:01
42939.201,42941.531,42924.449,42926.849,42949.661,00:44:03
42939.201,42942.613,42924.601,42926.829,42949.597,00:44:06
42941.09,42944.194,42924.771,42926.817,42949.536,00:44:08
42946.771,42951.864,42925.02,42926.819,42949.482,00:44:11
42946.771,42951.971,42925.268,42926.821,42949.429,00:44:13
42948.17,42950.253,42925.52,42926.826,42949.376,00:44:16
42948.97,42950.318,42925.78,42926.834,42949.325,00:44:19
42948.97,42951.762,42926.04,42926.841,42949.274,00:44:21
42948.97,42951.539,42926.299,42926.848,42949.223,00:44:24
42948.97,42951.538,42926.559,42926.856,42949.172,00:44:26
42951.1,42955.27,42926.84,42926.869,42949.123,00:44:29
42951.1,00:44:29
42951.09,42954.732,42927.143,42926.881,42949.075,00:44:31
42951.09,00:44:31,-0.0%
42955.5,42957.931,42927.49,42926.905,42949.032,00:44:34
42955.5,00:44:34
42955.5,42958.461,42927.864,42926.929,42948.989,00:44:36
42955.5,00:44:36,0.0%
42957.262,42959.699,42928.255,42926.957,42948.943,00:44:39
42957.262,00:44:39
