42681.81,42685.239,42688.657,42702.182,42699.874,06:00:01
42681.811,42685.356,42688.336,42702.071,42699.824,06:00:03
42681.82,42680.409,42687.943,42701.954,42699.773,06:00:06
42675.999,42673.468,42687.492,42701.814,42699.716,06:00:09
42675.994,42676.579,42687.041,42701.675,42699.658,06:00:11
42675.994,42676.687,42686.59,42701.536,42699.6,06:00:14
42675.996,42676.178,42686.21,42701.397,42699.543,06:00:16
42675.998,42674.953,42685.859,42701.279,42699.485,06:00:19
42676.0,42675.127,42685.559,42701.167,42699.421,06:00:21
42671.11,42668.694,42685.21,42701.029,42699.351,06:00:24
42671.109,42667.334,42684.861,42700.882,42699.281,06:00:27
42666.009,42664.239,42684.461,42700.722,42699.204,06:00:29
42666.009,42663.464,42684.061,42700.562,42699.127,06:00:31
42666.009,42663.949,42683.661,42700.413,42699.051,06:00:34
42666.009,42663.885,42683.261,42700.263,42698.974,06:00:37
42664.003,42665.282,42682.841,42700.109,42698.899,06:00:39
42664.004,42664.79,42682.401,42699.955,42698.829,06:00:42
42664.004,42664.783,42681.962,42699.8,42698.759,06:00:44
42664.005,42664.374,42681.502,42699.646,42698.681,06:00:47
42664.006,42663.95,42680.962,42699.491,42698.602,06:00:50
42664.006,42663.48,42680.462,42699.337,42698.523,06:00:52
42664.008,42662.796,42680.002,42699.183,42698.444,06:00:55
42664.01,42662.375,42679.542,42699.028,42698.365,06:00:57
42664.01,42661.692,42679.106,42698.874,42698.286,06:01:00
42645.249,42644.859,42678.533,42698.673,42698.177,06:01:02
42649.62,42652.844,42678.029,42698.482,42698.074,06:01:05
42650.898,42649.646,42677.559,42698.295,42697.973,06:01:07
42650.9,42649.573,42677.09,42698.108,42697.864,06:01:10
42648.288,42646.603,42676.594,42697.914,42697.748,06:01:12
42659.991,42660.799,42676.236,42697.779,42697.647,06:01:15
42667.99,42671.852,42675.959,42697.654,42697.553,06:01:17
42664.004,42664.485,42675.686,42697.519,42697.454,06:01:20
42669.258,42666.869,42675.499,42697.397,42697.362,06:01:22
42663.63,42661.571,42675.275,42697.246,42697.262,06:01:25
42663.63,06:01:25,-0.08%
42657.126,42655.273,42674.986,42697.079,42697.155,06:01:28
42657.991,42659.459,42674.706,42696.914,42697.06,06:01:30
42663.99,42668.461,42674.486,42696.764,42696.975,06:01:33
42665.991,42669.244,42674.286,42696.624,42696.905,06:01:36
42665.991,42669.282,42674.086,42696.484,42696.834,06:01:39
42665.991,42668.792,42673.829,42696.344,42696.764,06:01:41
42660.005,42658.464,42673.512,42696.216,42696.694,06:01:44
42661.441,42664.611,42673.209,42696.092,42696.627,06:01:46
42662.08,42665.586,42672.913,42695.969,42696.567,06:01:49
42656.939,42652.922,42672.632,42695.834,42696.508,06:01:51
42652.139,42650.272,42672.304,42695.687,42696.442,06:01:54
42648.286,42648.388,42671.966,42695.53,42696.368,06:01:56
42646.006,42645.257,42671.615,42695.367,42696.29,06:01:58
42647.992,42649.714,42671.311,42695.209,42696.215,06:02:01
42652.17,42654.361,42671.074,42695.049,42696.145,06:02:03
42652.171,42653.47,42670.816,42694.89,42696.073,06:02:06
42652.171,42653.881,42670.558,42694.736,42696.001,06:02:08
42655.996,42660.564,42670.331,42694.591,42695.934,06:02:11
42656.93,42660.923,42670.113,42694.449,42695.869,06:02:13
42652.179,42648.595,42669.848,42694.295,42695.8,06:02:16
42652.178,42650.066,42669.619,42694.135,42695.733,06:02:18
42648.546,42647.562,42669.354,42693.96,42695.661,06:02:21
42651.99,42654.945,42669.123,42693.793,42695.591,06:02:23
42652.18,42655.077,42668.894,42693.626,42695.519,06:02:26
42659.71,42662.348,42668.74,42693.479,42695.442,06:02:29
42664.38,42667.885,42668.624,42693.343,42695.369,06:02:31
42665.521,42668.769,42668.519,42693.21,42695.3,06:02:34
42667.99,42671.539,42668.439,42693.083,42695.234,06:02:36
42673.991,42677.738,42668.419,42692.971,42695.176,06:02:39
42673.991,42676.654,42668.399,42692.859,42695.118,06:02:41
42673.991,42676.417,42668.379,42692.747,42695.061,06:02:44
42673.992,42676.266,42668.359,42692.618,42695.003,06:02:46
42670.116,42669.754,42668.3,42692.443,42694.94,06:02:49
42670.116,42669.519,42668.242,42692.265,42694.875,06:02:51
42668.448,42667.542,42668.166,42692.077,42694.807,06:02:54
42668.448,42667.572,42668.091,42691.888,42694.74,06:02:56
