42779.069,42775.25,42788.035,42789.909,42747.116,05:00:01
42779.067,42776.143,42787.858,42789.932,42747.253,05:00:03
42779.068,42775.175,42787.681,42789.954,42747.389,05:00:06
42779.069,42774.903,42787.504,42789.977,42747.526,05:00:08
42770.009,42767.019,42787.237,42789.977,42747.651,05:00:11
42768.889,42763.934,42786.958,42789.974,42747.775,05:00:13
42768.887,42764.556,42786.679,42789.971,42747.898,05:00:16
42768.889,42763.391,42786.401,42789.969,42748.025,05:00:18
42768.887,42765.536,42786.178,42789.958,42748.152,05:00:21
42768.887,42763.919,42786.007,42789.947,42748.278,05:00:23
42768.888,42763.125,42785.836,42789.936,42748.405,05:00:26
42768.887,42763.104,42785.665,42789.932,42748.524,05:00:28
42768.887,42764.314,42785.494,42789.929,42748.644,05:00:31
42766.069,42761.049,42785.294,42789.918,42748.759,05:00:33
42766.069,42760.888,42785.095,42789.908,42748.875,05:00:35
42766.069,42759.998,42784.896,42789.897,42748.991,05:00:38
42766.069,42759.59,42784.697,42789.886,42749.116,05:00:40
42761.298,42758.608,42784.449,42789.864,42749.239,05:00:43
42761.298,42758.844,42784.202,42789.841,42749.363,05:00:45
42761.298,42758.759,42783.955,42789.819,42749.487,05:00:48
42761.3,42758.473,42783.708,42789.796,42749.611,05:00:51
42761.13,42758.231,42783.46,42789.776,42749.738,05:00:53
42761.109,42758.882,42783.211,42789.757,42749.864,05:00:56
42760.339,42757.686,42782.954,42789.735,42749.99,05:00:58
42760.34,42757.355,42782.698,42789.713,42750.115,05:01:01
42757.749,42754.057,42782.415,42789.685,42750.237,05:01:03
42757.749,42752.64,42782.132,42789.654,42750.359,05:01:06
42756.579,42752.487,42781.838,42789.619,42750.481,05:01:08
42756.58,42751.961,42781.544,42789.585,42750.602,05:01:11
42756.579,42751.812,42781.07,42789.551,42750.723,05:01:13
42756.579,42752.083,42780.596,42789.516,42750.844,05:01:15
42756.579,42751.866,42780.122,42789.482,42750.967,05:01:18
42756.578,42752.241,42779.696,42789.448,42751.09,05:01:21
42756.574,42754.615,42779.312,42789.413,42751.212,05:01:23
42756.574,42755.479,42778.928,42789.379,42751.336,05:01:26
42756.574,42756.824,42778.544,42789.335,42751.46,05:01:28
42756.574,42755.394,42778.159,42789.292,42751.579,05:01:30
42756.578,42753.835,42777.775,42789.249,42751.695,05:01:33
42756.579,42752.728,42777.391,42789.205,42751.811,05:01:36
42754.009,42751.024,42776.981,42789.155,42751.923,05:01:38
42754.009,42750.982,42776.621,42789.105,42752.036,05:01:40
42751.798,42748.452,42776.239,42789.05,42752.146,05:01:43
42751.798,42748.825,42775.857,42788.995,42752.256,05:01:46
42751.798,42749.624,42775.475,42788.939,42752.366,05:01:48
42751.799,42748.486,42775.093,42788.884,42752.468,05:01:51
42751.8,42748.343,42774.711,42788.828,42752.571,05:01:54
42751.789,42748.091,42774.329,42788.773,42752.673,05:01:57
42751.786,42749.017,42773.947,42788.717,42752.775,05:01:59
42751.787,42748.832,42773.565,42788.662,42752.878,05:02:02
42751.786,42749.655,42773.182,42788.606,42752.98,05:02:04
42751.785,42749.046,42772.8,42788.551,42753.083,05:02:07
42751.787,42749.463,42772.418,42788.495,42753.185,05:02:09
42746.307,42743.038,42771.981,42788.426,42753.281,05:02:12
42746.308,42742.95,42771.544,42788.357,42753.375,05:02:14
42746.306,42743.097,42771.107,42788.287,42753.466,05:02:17
42746.305,42743.182,42770.67,42788.218,42753.557,05:02:19
42746.305,42743.184,42770.233,42788.149,42753.64,05:02:22
42746.309,42742.14,42769.797,42788.08,42753.721,05:02:24
42744.325,42741.299,42769.34,42788.002,42753.8,05:02:27
42744.328,42740.005,42768.883,42787.924,42753.873,05:02:29
42744.327,42739.204,42768.426,42787.847,42753.946,05:02:32
42744.329,42738.905,42767.97,42787.769,42754.025,05:02:34
42744.329,42738.567,42767.513,42787.695,42754.105,05:02:37
42744.008,42738.56,42767.053,42787.62,42754.19,05:02:39
42744.009,42738.369,42766.593,42787.545,42754.276,05:02:42
42742.552,42741.4,42766.118,42787.466,42754.363,05:02:44
42744.011,42744.211,42765.659,42787.394,42754.452,05:02:47
42744.011,42743.795,42765.199,42787.324,42754.541,05:02:49
42744.011,42742.596,42764.739,42787.254,42754.631,05:02:52
42744.011,42743.561,42764.279,42787.187,42754.72,05:02:54
42744.011,42743.288,42763.819,42787.136,42754.809,05:02:57
42744.011,42743.083,42763.359,42787.086,42754.898,05:03:00
42744.011,42743.076,42762.899,42787.036,42754.987,05:03:02
